# Logfile created on 2013-07-25 08:59:03 +1200 by logger.rb/31641
I, [2013-07-25T08:59:03.814518 #4496]  INFO -- : Name;data/BarackObama
I, [2013-07-25T09:00:47.617100 #4192]  INFO -- : H-INDEX;18
I, [2013-07-25T09:00:47.617100 #4192]  INFO -- : Number of followers;30,762,387
I, [2013-07-25T09:00:57.601118 #5528]  INFO -- : Name;data/S_C_
I, [2013-07-25T09:00:57.601118 #5528]  INFO -- : H-INDEX;23
I, [2013-07-25T09:00:57.601118 #5528]  INFO -- : Number of followers;2,794,547
I, [2013-07-25T09:01:08.489937 #3308]  INFO -- : Name;data/taylorswift13
I, [2013-07-25T09:01:08.489937 #3308]  INFO -- : H-INDEX;18
I, [2013-07-25T09:01:08.489937 #3308]  INFO -- : Number of followers;31,306,939
I, [2013-07-25T09:01:26.346368 #5228]  INFO -- : Name;data/TomUkinski
I, [2013-07-25T09:01:26.346368 #5228]  INFO -- : H-INDEX;4
I, [2013-07-25T09:01:26.346368 #5228]  INFO -- : Number of followers;1,407
I, [2013-07-25T09:01:33.147980 #5864]  INFO -- : Name;data/YouTube
I, [2013-07-25T09:01:33.147980 #5864]  INFO -- : H-INDEX;254
I, [2013-07-25T09:01:33.147980 #5864]  INFO -- : Number of followers;30,927,634
I, [2013-07-25T10:32:50.817641 #22442]  INFO -- : Name;data/k_j_gorman
I, [2013-07-25T10:32:50.817772 #22442]  INFO -- : H-INDEX;7
I, [2013-07-25T10:32:50.817822 #22442]  INFO -- : Number of followers;40
I, [2013-07-29T18:49:58.809024 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:58.809158 #14927]  INFO -- : H-INDEX;7
I, [2013-07-29T18:49:58.809207 #14927]  INFO -- : Number of followers;40
I, [2013-07-29T18:49:58.891531 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:58.891594 #14927]  INFO -- : H-INDEX;638
I, [2013-07-29T18:49:58.891612 #14927]  INFO -- : Number of followers;34,523,367
I, [2013-07-29T18:49:58.974870 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:58.974931 #14927]  INFO -- : H-INDEX;319
I, [2013-07-29T18:49:58.974949 #14927]  INFO -- : Number of followers;23,579,081
I, [2013-07-29T18:49:58.976128 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:58.976153 #14927]  INFO -- : H-INDEX;0
I, [2013-07-29T18:49:58.976171 #14927]  INFO -- : Number of followers;38
I, [2013-07-29T18:49:59.011799 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.011857 #14927]  INFO -- : H-INDEX;338
I, [2013-07-29T18:49:59.011880 #14927]  INFO -- : Number of followers;20,009,162
I, [2013-07-29T18:49:59.015679 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.015706 #14927]  INFO -- : H-INDEX;100
I, [2013-07-29T18:49:59.015724 #14927]  INFO -- : Number of followers;16,288,211
I, [2013-07-29T18:49:59.024343 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.024403 #14927]  INFO -- : H-INDEX;109
I, [2013-07-29T18:49:59.024422 #14927]  INFO -- : Number of followers;15,163,437
I, [2013-07-29T18:49:59.100700 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.100761 #14927]  INFO -- : H-INDEX;461
I, [2013-07-29T18:49:59.100779 #14927]  INFO -- : Number of followers;12,512,884
I, [2013-07-29T18:49:59.176031 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.176090 #14927]  INFO -- : H-INDEX;462
I, [2013-07-29T18:49:59.176109 #14927]  INFO -- : Number of followers;10,813,990
I, [2013-07-29T18:49:59.255889 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.255948 #14927]  INFO -- : H-INDEX;49
I, [2013-07-29T18:49:59.255966 #14927]  INFO -- : Number of followers;10,599,764
I, [2013-07-29T18:49:59.283476 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.283535 #14927]  INFO -- : H-INDEX;175
I, [2013-07-29T18:49:59.283553 #14927]  INFO -- : Number of followers;10,227,580
I, [2013-07-29T18:49:59.288419 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.288479 #14927]  INFO -- : H-INDEX;8
I, [2013-07-29T18:49:59.288496 #14927]  INFO -- : Number of followers;10,377,700
I, [2013-07-29T18:49:59.289746 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.289771 #14927]  INFO -- : H-INDEX;9
I, [2013-07-29T18:49:59.289788 #14927]  INFO -- : Number of followers;9,725,691
I, [2013-07-29T18:49:59.366314 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.366374 #14927]  INFO -- : H-INDEX;485
I, [2013-07-29T18:49:59.366393 #14927]  INFO -- : Number of followers;9,567,238
I, [2013-07-29T18:49:59.446308 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.446368 #14927]  INFO -- : H-INDEX;357
I, [2013-07-29T18:49:59.446386 #14927]  INFO -- : Number of followers;9,490,858
I, [2013-07-29T18:49:59.462398 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.462465 #14927]  INFO -- : H-INDEX;81
I, [2013-07-29T18:49:59.462484 #14927]  INFO -- : Number of followers;8,994,897
I, [2013-07-29T18:49:59.496704 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.496763 #14927]  INFO -- : H-INDEX;369
I, [2013-07-29T18:49:59.496780 #14927]  INFO -- : Number of followers;8,572,833
I, [2013-07-29T18:49:59.576995 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.577055 #14927]  INFO -- : H-INDEX;180
I, [2013-07-29T18:49:59.577074 #14927]  INFO -- : Number of followers;8,481,076
I, [2013-07-29T18:49:59.591920 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.591984 #14927]  INFO -- : H-INDEX;264
I, [2013-07-29T18:49:59.592004 #14927]  INFO -- : Number of followers;7,925,120
I, [2013-07-29T18:49:59.609307 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.609371 #14927]  INFO -- : H-INDEX;315
I, [2013-07-29T18:49:59.609389 #14927]  INFO -- : Number of followers;7,639,466
I, [2013-07-29T18:49:59.609884 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.609907 #14927]  INFO -- : H-INDEX;[]
I, [2013-07-29T18:49:59.609923 #14927]  INFO -- : Number of followers;224
I, [2013-07-29T18:49:59.637493 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.637551 #14927]  INFO -- : H-INDEX;197
I, [2013-07-29T18:49:59.637569 #14927]  INFO -- : Number of followers;7,362,014
I, [2013-07-29T18:49:59.715554 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.715615 #14927]  INFO -- : H-INDEX;532
I, [2013-07-29T18:49:59.715633 #14927]  INFO -- : Number of followers;6,850,002
I, [2013-07-29T18:49:59.732131 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.732195 #14927]  INFO -- : H-INDEX;142
I, [2013-07-29T18:49:59.732214 #14927]  INFO -- : Number of followers;6,818,879
I, [2013-07-29T18:49:59.769158 #14927]  INFO -- : Name;
I, [2013-07-29T18:49:59.769218 #14927]  INFO -- : H-INDEX;228
I, [2013-07-29T18:49:59.769236 #14927]  INFO -- : Number of followers;6,827,705
I, [2013-07-29T18:56:21.837534 #15272]  INFO -- : Name;k_j_gorman.xml
I, [2013-07-29T18:56:21.837670 #15272]  INFO -- : H-INDEX;7
I, [2013-07-29T18:56:21.837729 #15272]  INFO -- : Number of followers;40
I, [2013-07-29T18:56:21.919898 #15272]  INFO -- : Name;BarackObama.xml
I, [2013-07-29T18:56:21.919972 #15272]  INFO -- : H-INDEX;638
I, [2013-07-29T18:56:21.920006 #15272]  INFO -- : Number of followers;34,523,367
I, [2013-07-29T18:56:22.003860 #15272]  INFO -- : Name;instagram.xml
I, [2013-07-29T18:56:22.003943 #15272]  INFO -- : H-INDEX;319
I, [2013-07-29T18:56:22.003979 #15272]  INFO -- : Number of followers;23,579,081
I, [2013-07-29T18:56:22.005124 #15272]  INFO -- : Name;Smeerlappen.xml
I, [2013-07-29T18:56:22.005153 #15272]  INFO -- : H-INDEX;0
I, [2013-07-29T18:56:22.005173 #15272]  INFO -- : Number of followers;38
I, [2013-07-29T18:56:22.042834 #15272]  INFO -- : Name;Cristiano.xml
I, [2013-07-29T18:56:22.042908 #15272]  INFO -- : H-INDEX;338
I, [2013-07-29T18:56:22.042942 #15272]  INFO -- : Number of followers;20,009,162
I, [2013-07-29T18:56:22.046699 #15272]  INFO -- : Name;OfficialAdele.xml
I, [2013-07-29T18:56:22.046731 #15272]  INFO -- : H-INDEX;100
I, [2013-07-29T18:56:22.046751 #15272]  INFO -- : Number of followers;16,288,211
I, [2013-07-29T18:56:22.055869 #15272]  INFO -- : Name;Eminem.xml
I, [2013-07-29T18:56:22.055927 #15272]  INFO -- : H-INDEX;109
I, [2013-07-29T18:56:22.055949 #15272]  INFO -- : Number of followers;15,163,437
I, [2013-07-29T18:56:22.132222 #15272]  INFO -- : Name;cnnbrk.xml
I, [2013-07-29T18:56:22.132298 #15272]  INFO -- : H-INDEX;461
I, [2013-07-29T18:56:22.132333 #15272]  INFO -- : Number of followers;12,512,884
I, [2013-07-29T18:56:22.206049 #15272]  INFO -- : Name;coldplay.xml
I, [2013-07-29T18:56:22.206124 #15272]  INFO -- : H-INDEX;462
I, [2013-07-29T18:56:22.206158 #15272]  INFO -- : Number of followers;10,813,990
I, [2013-07-29T18:56:22.285449 #15272]  INFO -- : Name;UberSoc.xml
I, [2013-07-29T18:56:22.285525 #15272]  INFO -- : H-INDEX;49
I, [2013-07-29T18:56:22.285559 #15272]  INFO -- : Number of followers;10,599,764
I, [2013-07-29T18:56:22.318518 #15272]  INFO -- : Name;facebook.xml
I, [2013-07-29T18:56:22.318581 #15272]  INFO -- : H-INDEX;175
I, [2013-07-29T18:56:22.318600 #15272]  INFO -- : Number of followers;10,227,580
I, [2013-07-29T18:56:22.319336 #15272]  INFO -- : Name;Beyonce.xml
I, [2013-07-29T18:56:22.319361 #15272]  INFO -- : H-INDEX;8
I, [2013-07-29T18:56:22.319378 #15272]  INFO -- : Number of followers;10,377,700
I, [2013-07-29T18:56:22.320573 #15272]  INFO -- : Name;kanyewest.xml
I, [2013-07-29T18:56:22.320606 #15272]  INFO -- : H-INDEX;9
I, [2013-07-29T18:56:22.320626 #15272]  INFO -- : Number of followers;9,725,691
I, [2013-07-29T18:56:22.398726 #15272]  INFO -- : Name;FCBarcelona.xml
I, [2013-07-29T18:56:22.398803 #15272]  INFO -- : H-INDEX;485
I, [2013-07-29T18:56:22.398837 #15272]  INFO -- : Number of followers;9,567,238
I, [2013-07-29T18:56:22.480427 #15272]  INFO -- : Name;CNN.xml
I, [2013-07-29T18:56:22.480493 #15272]  INFO -- : H-INDEX;357
I, [2013-07-29T18:56:22.480512 #15272]  INFO -- : Number of followers;9,490,858
I, [2013-07-29T18:56:22.500543 #15272]  INFO -- : Name;TwitPic.xml
I, [2013-07-29T18:56:22.500627 #15272]  INFO -- : H-INDEX;81
I, [2013-07-29T18:56:22.500658 #15272]  INFO -- : Number of followers;8,994,897
I, [2013-07-29T18:56:22.533533 #15272]  INFO -- : Name;ConanOBrien.xml
I, [2013-07-29T18:56:22.533595 #15272]  INFO -- : H-INDEX;369
I, [2013-07-29T18:56:22.533615 #15272]  INFO -- : Number of followers;8,572,833
I, [2013-07-29T18:56:22.610433 #15272]  INFO -- : Name;danieltosh.xml
I, [2013-07-29T18:56:22.610509 #15272]  INFO -- : H-INDEX;180
I, [2013-07-29T18:56:22.610542 #15272]  INFO -- : Number of followers;8,481,076
I, [2013-07-29T18:56:22.626719 #15272]  INFO -- : Name;xtina.xml
I, [2013-07-29T18:56:22.626792 #15272]  INFO -- : H-INDEX;264
I, [2013-07-29T18:56:22.626820 #15272]  INFO -- : Number of followers;7,925,120
I, [2013-07-29T18:56:22.647864 #15272]  INFO -- : Name;SimonCowell.xml
I, [2013-07-29T18:56:22.647931 #15272]  INFO -- : H-INDEX;315
I, [2013-07-29T18:56:22.647951 #15272]  INFO -- : Number of followers;7,639,466
I, [2013-07-29T18:56:22.648454 #15272]  INFO -- : Name;programpanico.xml
I, [2013-07-29T18:56:22.648478 #15272]  INFO -- : H-INDEX;[]
I, [2013-07-29T18:56:22.648496 #15272]  INFO -- : Number of followers;224
I, [2013-07-29T18:56:22.672280 #15272]  INFO -- : Name;DalaiLama.xml
I, [2013-07-29T18:56:22.672345 #15272]  INFO -- : H-INDEX;197
I, [2013-07-29T18:56:22.672366 #15272]  INFO -- : Number of followers;7,362,014
I, [2013-07-29T18:56:22.748791 #15272]  INFO -- : Name;espn.xml
I, [2013-07-29T18:56:22.748866 #15272]  INFO -- : H-INDEX;532
I, [2013-07-29T18:56:22.748902 #15272]  INFO -- : Number of followers;6,850,002
I, [2013-07-29T18:56:22.765091 #15272]  INFO -- : Name;tomhanks.xml
I, [2013-07-29T18:56:22.765183 #15272]  INFO -- : H-INDEX;142
I, [2013-07-29T18:56:22.765216 #15272]  INFO -- : Number of followers;6,818,879
I, [2013-07-29T18:56:22.805917 #15272]  INFO -- : Name;10Ronaldinho.xml
I, [2013-07-29T18:56:22.805992 #15272]  INFO -- : H-INDEX;228
I, [2013-07-29T18:56:22.806031 #15272]  INFO -- : Number of followers;6,827,705
I, [2013-07-29T18:58:51.630254 #15397]  INFO -- : Name;k_j_gorman.xml
I, [2013-07-29T18:58:51.630387 #15397]  INFO -- : H-INDEX;7
I, [2013-07-29T18:58:51.630440 #15397]  INFO -- : Number of followers;40
I, [2013-07-29T18:58:51.712446 #15397]  INFO -- : Name;BarackObama.xml
I, [2013-07-29T18:58:51.712510 #15397]  INFO -- : H-INDEX;638
I, [2013-07-29T18:58:51.712530 #15397]  INFO -- : Number of followers;34,523,367
I, [2013-07-29T18:58:51.797273 #15397]  INFO -- : Name;instagram.xml
I, [2013-07-29T18:58:51.797355 #15397]  INFO -- : H-INDEX;319
I, [2013-07-29T18:58:51.797389 #15397]  INFO -- : Number of followers;23,579,081
I, [2013-07-29T18:58:51.798548 #15397]  INFO -- : Name;Smeerlappen.xml
I, [2013-07-29T18:58:51.798577 #15397]  INFO -- : H-INDEX;0
I, [2013-07-29T18:58:51.798596 #15397]  INFO -- : Number of followers;38
I, [2013-07-29T18:58:51.835658 #15397]  INFO -- : Name;Cristiano.xml
I, [2013-07-29T18:58:51.835720 #15397]  INFO -- : H-INDEX;338
I, [2013-07-29T18:58:51.835740 #15397]  INFO -- : Number of followers;20,009,162
I, [2013-07-29T18:58:51.839589 #15397]  INFO -- : Name;OfficialAdele.xml
I, [2013-07-29T18:58:51.839619 #15397]  INFO -- : H-INDEX;100
I, [2013-07-29T18:58:51.839638 #15397]  INFO -- : Number of followers;16,288,211
I, [2013-07-29T18:58:51.848760 #15397]  INFO -- : Name;Eminem.xml
I, [2013-07-29T18:58:51.848821 #15397]  INFO -- : H-INDEX;109
I, [2013-07-29T18:58:51.848841 #15397]  INFO -- : Number of followers;15,163,437
I, [2013-07-29T18:58:51.924459 #15397]  INFO -- : Name;cnnbrk.xml
I, [2013-07-29T18:58:51.924533 #15397]  INFO -- : H-INDEX;461
I, [2013-07-29T18:58:51.924568 #15397]  INFO -- : Number of followers;12,512,884
I, [2013-07-29T18:58:51.999881 #15397]  INFO -- : Name;coldplay.xml
I, [2013-07-29T18:58:51.999945 #15397]  INFO -- : H-INDEX;462
I, [2013-07-29T18:58:51.999965 #15397]  INFO -- : Number of followers;10,813,990
I, [2013-07-29T18:58:52.079275 #15397]  INFO -- : Name;UberSoc.xml
I, [2013-07-29T18:58:52.079340 #15397]  INFO -- : H-INDEX;49
I, [2013-07-29T18:58:52.079360 #15397]  INFO -- : Number of followers;10,599,764
I, [2013-07-29T18:58:52.112299 #15397]  INFO -- : Name;facebook.xml
I, [2013-07-29T18:58:52.112363 #15397]  INFO -- : H-INDEX;175
I, [2013-07-29T18:58:52.112383 #15397]  INFO -- : Number of followers;10,227,580
I, [2013-07-29T18:58:52.113140 #15397]  INFO -- : Name;Beyonce.xml
I, [2013-07-29T18:58:52.113165 #15397]  INFO -- : H-INDEX;8
I, [2013-07-29T18:58:52.113183 #15397]  INFO -- : Number of followers;10,377,700
I, [2013-07-29T18:58:52.114402 #15397]  INFO -- : Name;kanyewest.xml
I, [2013-07-29T18:58:52.114428 #15397]  INFO -- : H-INDEX;9
I, [2013-07-29T18:58:52.114447 #15397]  INFO -- : Number of followers;9,725,691
I, [2013-07-29T18:58:52.193832 #15397]  INFO -- : Name;FCBarcelona.xml
I, [2013-07-29T18:58:52.193894 #15397]  INFO -- : H-INDEX;485
I, [2013-07-29T18:58:52.193929 #15397]  INFO -- : Number of followers;9,567,238
I, [2013-07-29T18:58:52.275817 #15397]  INFO -- : Name;CNN.xml
I, [2013-07-29T18:58:52.275891 #15397]  INFO -- : H-INDEX;357
I, [2013-07-29T18:58:52.275916 #15397]  INFO -- : Number of followers;9,490,858
I, [2013-07-29T18:58:52.297132 #15397]  INFO -- : Name;TwitPic.xml
I, [2013-07-29T18:58:52.297192 #15397]  INFO -- : H-INDEX;81
I, [2013-07-29T18:58:52.297212 #15397]  INFO -- : Number of followers;8,994,897
I, [2013-07-29T18:58:52.330548 #15397]  INFO -- : Name;ConanOBrien.xml
I, [2013-07-29T18:58:52.330650 #15397]  INFO -- : H-INDEX;369
I, [2013-07-29T18:58:52.330672 #15397]  INFO -- : Number of followers;8,572,833
I, [2013-07-29T18:58:52.408745 #15397]  INFO -- : Name;danieltosh.xml
I, [2013-07-29T18:58:52.408811 #15397]  INFO -- : H-INDEX;180
I, [2013-07-29T18:58:52.408831 #15397]  INFO -- : Number of followers;8,481,076
I, [2013-07-29T18:58:52.424185 #15397]  INFO -- : Name;xtina.xml
I, [2013-07-29T18:58:52.424253 #15397]  INFO -- : H-INDEX;264
I, [2013-07-29T18:58:52.424275 #15397]  INFO -- : Number of followers;7,925,120
I, [2013-07-29T18:58:52.441758 #15397]  INFO -- : Name;SimonCowell.xml
I, [2013-07-29T18:58:52.441829 #15397]  INFO -- : H-INDEX;315
I, [2013-07-29T18:58:52.441850 #15397]  INFO -- : Number of followers;7,639,466
I, [2013-07-29T18:58:52.442354 #15397]  INFO -- : Name;programpanico.xml
I, [2013-07-29T18:58:52.442378 #15397]  INFO -- : H-INDEX;[]
I, [2013-07-29T18:58:52.442396 #15397]  INFO -- : Number of followers;224
I, [2013-07-29T18:58:52.469270 #15397]  INFO -- : Name;DalaiLama.xml
I, [2013-07-29T18:58:52.469334 #15397]  INFO -- : H-INDEX;197
I, [2013-07-29T18:58:52.469355 #15397]  INFO -- : Number of followers;7,362,014
I, [2013-07-29T18:58:52.547288 #15397]  INFO -- : Name;espn.xml
I, [2013-07-29T18:58:52.547370 #15397]  INFO -- : H-INDEX;532
I, [2013-07-29T18:58:52.547392 #15397]  INFO -- : Number of followers;6,850,002
I, [2013-07-29T18:58:52.563691 #15397]  INFO -- : Name;tomhanks.xml
I, [2013-07-29T18:58:52.563762 #15397]  INFO -- : H-INDEX;142
I, [2013-07-29T18:58:52.563783 #15397]  INFO -- : Number of followers;6,818,879
I, [2013-07-29T18:58:52.600777 #15397]  INFO -- : Name;10Ronaldinho.xml
I, [2013-07-29T18:58:52.600842 #15397]  INFO -- : H-INDEX;228
I, [2013-07-29T18:58:52.600862 #15397]  INFO -- : Number of followers;6,827,705
I, [2013-07-29T19:01:16.530154 #15535]  INFO -- : Name;k_j_gorman.xml
I, [2013-07-29T19:01:16.530285 #15535]  INFO -- : H-INDEX;7
I, [2013-07-29T19:01:16.530338 #15535]  INFO -- : Number of followers;40
I, [2013-07-29T19:01:16.530385 #15535]  INFO -- : Num tweets50
I, [2013-07-29T19:01:16.611213 #15535]  INFO -- : Name;BarackObama.xml
I, [2013-07-29T19:01:16.611288 #15535]  INFO -- : H-INDEX;638
I, [2013-07-29T19:01:16.611323 #15535]  INFO -- : Number of followers;34,523,367
I, [2013-07-29T19:01:16.611344 #15535]  INFO -- : Num tweets9,597
I, [2013-07-29T19:01:16.694997 #15535]  INFO -- : Name;instagram.xml
I, [2013-07-29T19:01:16.695074 #15535]  INFO -- : H-INDEX;319
I, [2013-07-29T19:01:16.695108 #15535]  INFO -- : Number of followers;23,579,081
I, [2013-07-29T19:01:16.695130 #15535]  INFO -- : Num tweets4,124
I, [2013-07-29T19:01:16.697435 #15535]  INFO -- : Name;Smeerlappen.xml
I, [2013-07-29T19:01:16.697514 #15535]  INFO -- : H-INDEX;0
I, [2013-07-29T19:01:16.697564 #15535]  INFO -- : Number of followers;38
I, [2013-07-29T19:01:16.697611 #15535]  INFO -- : Num tweets18
I, [2013-07-29T19:01:16.742118 #15535]  INFO -- : Name;Cristiano.xml
I, [2013-07-29T19:01:16.742185 #15535]  INFO -- : H-INDEX;338
I, [2013-07-29T19:01:16.742206 #15535]  INFO -- : Number of followers;20,009,162
I, [2013-07-29T19:01:16.742224 #15535]  INFO -- : Num tweets1,367
I, [2013-07-29T19:01:16.746102 #15535]  INFO -- : Name;OfficialAdele.xml
I, [2013-07-29T19:01:16.746140 #15535]  INFO -- : H-INDEX;100
I, [2013-07-29T19:01:16.746161 #15535]  INFO -- : Number of followers;16,288,211
I, [2013-07-29T19:01:16.746179 #15535]  INFO -- : Num tweets177
I, [2013-07-29T19:01:16.754907 #15535]  INFO -- : Name;Eminem.xml
I, [2013-07-29T19:01:16.754968 #15535]  INFO -- : H-INDEX;109
I, [2013-07-29T19:01:16.754988 #15535]  INFO -- : Number of followers;15,163,437
I, [2013-07-29T19:01:16.755012 #15535]  INFO -- : Num tweets212
I, [2013-07-29T19:01:16.830476 #15535]  INFO -- : Name;cnnbrk.xml
I, [2013-07-29T19:01:16.830554 #15535]  INFO -- : H-INDEX;461
I, [2013-07-29T19:01:16.830592 #15535]  INFO -- : Number of followers;12,512,884
I, [2013-07-29T19:01:16.830622 #15535]  INFO -- : Num tweets25,630
I, [2013-07-29T19:01:16.905407 #15535]  INFO -- : Name;coldplay.xml
I, [2013-07-29T19:01:16.905485 #15535]  INFO -- : H-INDEX;462
I, [2013-07-29T19:01:16.905521 #15535]  INFO -- : Number of followers;10,813,990
I, [2013-07-29T19:01:16.905542 #15535]  INFO -- : Num tweets2,882
I, [2013-07-29T19:01:16.985167 #15535]  INFO -- : Name;UberSoc.xml
I, [2013-07-29T19:01:16.985245 #15535]  INFO -- : H-INDEX;49
I, [2013-07-29T19:01:16.985280 #15535]  INFO -- : Number of followers;10,599,764
I, [2013-07-29T19:01:16.985301 #15535]  INFO -- : Num tweets29,300
I, [2013-07-29T19:01:17.016276 #15535]  INFO -- : Name;facebook.xml
I, [2013-07-29T19:01:17.016345 #15535]  INFO -- : H-INDEX;175
I, [2013-07-29T19:01:17.016365 #15535]  INFO -- : Number of followers;10,227,580
I, [2013-07-29T19:01:17.016384 #15535]  INFO -- : Num tweets1,032
I, [2013-07-29T19:01:17.017154 #15535]  INFO -- : Name;Beyonce.xml
I, [2013-07-29T19:01:17.017184 #15535]  INFO -- : H-INDEX;8
I, [2013-07-29T19:01:17.017204 #15535]  INFO -- : Number of followers;10,377,700
I, [2013-07-29T19:01:17.017222 #15535]  INFO -- : Num tweets6
I, [2013-07-29T19:01:17.018436 #15535]  INFO -- : Name;kanyewest.xml
I, [2013-07-29T19:01:17.018462 #15535]  INFO -- : H-INDEX;9
I, [2013-07-29T19:01:17.018481 #15535]  INFO -- : Number of followers;9,725,691
I, [2013-07-29T19:01:17.018499 #15535]  INFO -- : Num tweets23
I, [2013-07-29T19:01:17.095922 #15535]  INFO -- : Name;FCBarcelona.xml
I, [2013-07-29T19:01:17.095990 #15535]  INFO -- : H-INDEX;485
I, [2013-07-29T19:01:17.096013 #15535]  INFO -- : Number of followers;9,567,238
I, [2013-07-29T19:01:17.096032 #15535]  INFO -- : Num tweets18,580
I, [2013-07-29T19:01:17.176584 #15535]  INFO -- : Name;CNN.xml
I, [2013-07-29T19:01:17.176651 #15535]  INFO -- : H-INDEX;357
I, [2013-07-29T19:01:17.176675 #15535]  INFO -- : Number of followers;9,490,858
I, [2013-07-29T19:01:17.176695 #15535]  INFO -- : Num tweets33,670
I, [2013-07-29T19:01:17.198219 #15535]  INFO -- : Name;TwitPic.xml
I, [2013-07-29T19:01:17.198282 #15535]  INFO -- : H-INDEX;81
I, [2013-07-29T19:01:17.198302 #15535]  INFO -- : Number of followers;8,994,897
I, [2013-07-29T19:01:17.198320 #15535]  INFO -- : Num tweets541
I, [2013-07-29T19:01:17.231876 #15535]  INFO -- : Name;ConanOBrien.xml
I, [2013-07-29T19:01:17.231951 #15535]  INFO -- : H-INDEX;369
I, [2013-07-29T19:01:17.231985 #15535]  INFO -- : Number of followers;8,572,833
I, [2013-07-29T19:01:17.232006 #15535]  INFO -- : Num tweets1,334
I, [2013-07-29T19:01:17.309720 #15535]  INFO -- : Name;danieltosh.xml
I, [2013-07-29T19:01:17.309790 #15535]  INFO -- : H-INDEX;180
I, [2013-07-29T19:01:17.309811 #15535]  INFO -- : Number of followers;8,481,076
I, [2013-07-29T19:01:17.309830 #15535]  INFO -- : Num tweets7,823
I, [2013-07-29T19:01:17.324167 #15535]  INFO -- : Name;xtina.xml
I, [2013-07-29T19:01:17.324239 #15535]  INFO -- : H-INDEX;264
I, [2013-07-29T19:01:17.324261 #15535]  INFO -- : Number of followers;7,925,120
I, [2013-07-29T19:01:17.324281 #15535]  INFO -- : Num tweets442
